,rank,RDM,RDM_avg,lower_bound,upper_bound,range,diff_m1_mc_median
121796,183.0,0.4305735826492309,0.4758625030517578,0.43728490796501046,0.5137105341952625,0.07642562623025201,0.04419830424016241
150070,185.0,0.4261150360107422,0.4748779535293579,0.4308917945932923,0.5164750913384942,0.08558329674520193,0.04746499811089733
22700,149.0,0.4984659552574157,0.4744140307108561,0.4424537551444741,0.5068222760815805,0.06436852093710638,0.024823875986265953
355433,136.0,0.5172848105430603,0.4743505716323852,0.4552844573740353,0.49310260662894334,0.03781814925490806,0.04326679913238407
49065,158.0,0.4801107943058014,0.4740618467330932,0.46115404312550007,0.48619385209179233,0.025039808966292265,0.006386301079384427
61834,176.0,0.4480811953544616,0.4691026210784912,0.4383780233323205,0.4990155375750115,0.06063751424269098,0.021498572418397754
377629,171.0,0.4518060088157654,0.4677313168843587,0.4472303408180679,0.4888307775729158,0.041600436754847925,0.015876010078008818
133857,191.0,0.4100739955902099,0.4676477909088135,0.4356375539375165,0.49913429757849065,0.06349674364097413,0.05660455676193227
297035,189.0,0.4158045947551727,0.4624176025390625,0.4270753924151915,0.49728832590078714,0.07021293348559565,0.04743813994269935
269427,143.0,0.5060675144195557,0.457645058631897,0.39670529129879434,0.5193136325031108,0.12260834120431646,0.04676330787815847
331853,178.0,0.4428406953811645,0.4574828147888183,0.4502272623032306,0.46477983135412315,0.014552569050892528,0.014693500296966755
292599,201.0,0.3818361163139343,0.4573318163553874,0.4092308398166772,0.5048839403064683,0.09565310048979114,0.07627122917369222
25232,170.0,0.4523503482341766,0.4550897280375163,0.44015150397581476,0.4701403943125081,0.02998889033669333,0.002501502668378175
65588,197.0,0.3975096642971039,0.4526657263437907,0.391210276973775,0.5098743018544747,0.11866402488069971,0.053232251387214546
71200,209.0,0.370586484670639,0.4523645639419555,0.3960277787817947,0.5080649202387802,0.11203714145698557,0.07953924401638646
36569,213.0,0.3646785020828247,0.4510537385940552,0.3915118460715828,0.5076781013316551,0.11616625526007235,0.08533808977304064
56673,196.0,0.3980104327201843,0.4491261641184489,0.417110175639563,0.48240239206764385,0.06529221642808086,0.05161206904960708
361573,188.0,0.421176016330719,0.4361939827601115,0.40474888194529024,0.4675580866188208,0.06280920467353057,0.01427571959240237
86486,184.0,0.4280067086219787,0.4360504150390625,0.41475048780510654,0.4574908617434002,0.04274037393829366,0.007419353585681743
72238,208.0,0.3708481192588806,0.4333088795344035,0.38504427471272673,0.48078653472756594,0.09574226001483921,0.06075826752309521
351392,127.0,0.5400241017341614,0.4316925207773844,0.38502669966689024,0.478498841007035,0.09347214134014475,0.10699176328006493
346055,192.0,0.4050449132919311,0.430987278620402,0.40029754103362686,0.46329582855922,0.06299828752559317,0.026630475980809754
344426,180.0,0.4380571246147156,0.4273658593495686,0.3974925812728386,0.45701475841270445,0.05952217713986585,0.009809606374645563
325674,112.0,0.558915376663208,0.4267253478368123,0.3741751077650434,0.4772920918525926,0.10311698408754916,0.13321434979860797
347848,195.0,0.3981720805168152,0.4227749109268188,0.37368697269099926,0.47133865188055096,0.0976516791895517,0.025399175139390273
84061,225.0,0.308196097612381,0.4217390219370524,0.36229362796325076,0.4790265746582803,0.11673294669502954,0.11277948212183592
30437,200.0,0.383631020784378,0.4157079855600993,0.3808693455237738,0.4482228687707614,0.06735352324698762,0.03092051408522878
361130,168.0,0.4597627222537994,0.4137195746103922,0.3628430565883282,0.46603959648931226,0.10319653990098404,0.04729604082384148
345319,173.0,0.4510503113269806,0.4132867256800334,0.393640373988574,0.4325925477547702,0.038952173766196196,0.03797224225159895
57998,234.0,0.2702878415584564,0.4038899739583333,0.3388130559237148,0.4676189693226838,0.12880591339896902,0.13242923330613876
76454,227.0,0.3001706302165985,0.3974937200546264,0.3448725137245082,0.4477720033946813,0.1028994896701731,0.09652979222136299
114826,217.0,0.3605968356132507,0.3974751234054565,0.34986394280605104,0.4446035859951006,0.09473964318904954,0.035687793036015325
283539,230.0,0.2796605229377746,0.3911781311035156,0.3327132772507767,0.44988201277445883,0.11716873552368212,0.11206863399671674
202586,167.0,0.4627934098243713,0.3911743561426798,0.3544687759991349,0.426913075015239,0.07244429901610411,0.07179612201755114
193284,182.0,0.4325420558452606,0.3864424626032511,0.36323407800269725,0.4104967642982754,0.04726268629557817,0.0457809061996759
100788,210.0,0.3684967458248138,0.3832449118296305,0.3604274650837388,0.4057545882394711,0.045327123155732285,0.015153352109779472
346575,175.0,0.4494184851646423,0.3827645381291707,0.32959301729336776,0.4339400086496305,0.10434699135626274,0.06689730556951051
8459,187.0,0.4224948287010193,0.3824830055236816,0.3613934919052534,0.4034039385235616,0.04201044661830822,0.040415742117534736
51196,205.0,0.3756929636001587,0.3807042837142944,0.3649599659570637,0.3952290486857212,0.03026908272865747,0.0046202045389929225
382974,194.0,0.400604635477066,0.3774131933848063,0.30892803908485833,0.45162421789078433,0.142696178805926,0.021346535722161886
375448,207.0,0.3729822635650635,0.3767653306325276,0.33338937719496464,0.4188211833626236,0.08543180616765894,0.004841709424042939
381045,190.0,0.41171595454216,0.3745190699895223,0.3086477724613515,0.44580246593754547,0.13715469347619397,0.035085539725961845
242835,248.0,0.185151994228363,0.3743327061335246,0.2930699378952766,0.4578408726491282,0.16477093475385163,0.19000015108581972
343393,198.0,0.3919853866100311,0.3737608591715495,0.3181258611800779,0.4271736181787433,0.10904775699866537,0.017401813007720646
146928,229.0,0.2838528752326965,0.373591661453247,0.33403505334294475,0.4127965153935801,0.07876146205063533,0.08857054266855846
